"","X1","X2"
"5956","newark","police"
"5962","ted","strickland"
"5970","holding","back"
"5971","tasting","room"
"5991","union","county"
"6008","reports","said"
"6016","sad","see"
"6018","stand","alone"
"6022","hello","everyone"
"6028","flea","market"
"6042","spare","time"
"6045","truly","believe"
"6054","level","since"
"6056","sauvignon","blanc"
"6057","silent","auction"
"6061","picture","taken"
"6064","thomas","said"
"6070","managing","director"
"6084","creative","writing"
"6094","bright","side"
"6096","director","national"
"6101","children's","hospital"
"6121","detention","center"
"6142","grown","ups"
"6146","energy","efficiency"
"6160","hi","everyone"
"6167","cholesterol","mg"
"6174","dream","come"
"6176","system","said"
"6186","bike","ride"
"6191","dick","clark"
"6202","creating","new"
"6207","inner","city"
"6221","england","patriots"
"6235","awesome","thanks"
"6240","carbon","dioxide"
"6251","auto","industry"
"6256","scheduled","begin"
"6271","warner","bros"
"6275","designed","provide"
"6276","trail","blazers"
"6290","search","engine"
"6297","capitol","hill"
"6301","rule","law"
"6307","independence","day"
"6314","teddy","bear"
"6317","wedding","dress"
"6321","currently","working"
"6322","physical","activity"
"6331","bottle","wine"
"6333","father's","day"
"6336","opera","house"
"6337","control","prevention"
"6342","anderson","said"
"6354","somebody","else"
"6356","franchise","history"
"6362","freedom","speech"
"6368","austin","texas"
"6389","writing","book"
"6397","critical","condition"
"6402","familiar","matter"
"6406","freshman","year"
"6408","bounced","back"
"6411","salvation","army"
"6412","bread","crumbs"
"6431","mp","cost"
"6432","teach","children"
"6448","alternative","energy"
"6451","base","salary"
"6458","serial","killer"
"6474","municipal","court"
"6486","released","tuesday"
"6498","flip","flops"
"6501","thompson","said"
"6518","computer","science"
"6525","premier","league"
"6528","extended","family"
"6529","powdered","sugar"
"6537","kuala","lumpur"
"6545","critics","say"
"6546","robinson","said"
"6551","answered","questions"
"6555","shortly","p.m"
"6561","jon","corzine"
"6567","gop","presidential"
"6584","cool","completely"
"6608","body","found"
"6612","joe","biden"
"6617","slow","motion"
"6619","stop","talking"
"6641","crime","scene"
"6643","academy","awards"
"6660","estate","agent"
"6663","missouri","department"
"6682","began","working"
"6683","copic","markers"
"6702","provide","means"
"6704","andrew","luck"
"6705","easter","bunny"
"6710","usa","today"
"6725","proposed","budget"
"6727","gold","medal"
"6743","ladies","gentlemen"
"6754","note","self"
"6759","foster","care"
"6763","presbyterian","church"
"6765","traumatic","stress"
"6771","mind","body"
"6774","website","comes"
"6781","cash","strapped"
"6798","episcopal","church"
"6809","mega","millions"
"6813","truth","told"
"6816","dead","end"
"6822","comments","section"
"6827","methodist","church"
"6834","due","fact"
"6838","paul","said"
"6839","built","around"
"6845","opposite","side"
"6847","treasury","secretary"
"6851","brain","injury"
"6853","debut","album"
"6856","tiny","little"
"6863","registered","voters"
"6873","triple","jump"
"6877","macaroni","cheese"
"6885","avant","garde"
"6889","wife","two"
"6891","kanye","west"
"6904","men's","basketball"
"6905","thirty","years"
"6908","pm","pm"
"6911","census","bureau"
"6923","youtube","video"
"6924","nowhere","near"
"6927","filed","suit"
"6932","gasoline","prices"
"6934","horse","racing"
"6935","closer","look"
"6950","associate","professor"
"6951","safe","say"
"6955","tweet","us"
"6965","winter","park"
"6969","answers","questions"
"6979","anheuser","busch"
"6981","rice","pudding"
"6994","cause","death"
"7002","peace","mind"
"7013","fans","can"
"7017","wilson","said"
"7019","appears","website"
"7022","sh","t"
"7025","parchment","paper"
"7026","symphony","orchestra"
"7040","del","mar"
"7044","tears","eyes"
"7049","content","provided"
"7050","provided","subject"
"7057","gulf","coast"
"7061","honestly","say"
"7063","mid","1990s"
"7073","space","shuttle"
"7079","pushed","back"
"7081","serve","immediately"
"7084","service","said"
"7087","raising","taxes"
"7088","graphic","design"
"7095","lead","singer"
"7104","conflict","interest"
"7109","cam","newton"
"7131","whether","can"
"7138","movie","theater"
"7142","water","supply"
"7144","term","care"
"7146","gods","word"
"7160","fees","advertising"
"7170","vegetable","oil"
"7176","plan","b"
"7184","eyes","open"
"7195","bud","light"
"7211","poor","people"
"7219","integral","part"
"7221","mardi","gras"
"7222","quarter","year"
"7226","removal","time"
"7235","crew","members"
"7236","pro","football"
"7245","shooting","percent"
"7251","arab","spring"
"7253","melted","butter"
"7257","minute","drive"
"7263","hospital","said"
"7269","girl","just"
"7274","process","can"
"7277","simmer","minutes"
"7287","participant","amazon"
"7288","eu","associates"
"7289","associates","programmes"
"7290","programmes","designed"
"7291","sites","earn"
"7292","earn","advertising"
"7293","advertising","fees"
"7295","linking","amazon.com"
"7296","amazon.com","amazon.ca"
"7297","amazon.ca","amazon.co.uk"
"7298","amazon.co.uk","amazon.de"
"7299","amazon.de","amazon.fr"
"7300","amazon.fr","amazon.it"
"7301","amazon.it","amazon.es"
"7302","amazon.es","certain"
"7314","akron","ohio"
"7321","reached","point"
"7328","profile","pic"
"7331","pair","shoes"
"7340","virginia","tech"
"7343","eco","friendly"
"7345","sources","said"
"7346","ah","yes"
"7347","study","found"
"7349","fort","collins"
"7351","rushing","yards"
"7359","added","points"
"7364","pacific","ocean"
"7370","etsy","shop"
"7371","mayor","said"
"7385","convenience","store"
"7399","management","team"
"7407","terrorist","attacks"
"7408","remind","us"
"7423","empire","state"
"7424","reason","think"
"7427","land","use"
"7428","helped","us"
"7429","died","last"
"7432","skillet","medium"
"7434","marion","county"
"7441","internet","access"
"7456","katy","perry"
"7457","editorial","board"
"7464","op","ed"
"7466","eighth","grade"
"7468","dennis","kucinich"
"7469","date","night"
"7470","vanilla","bean"
"7475","bargaining","agreement"
"7482","century","ago"
"7491","toilet","paper"
"7495","sixth","inning"
"7500","wasting","time"
"7503","quickly","became"
"7508","voters","approved"
"7512","bush","administration"
"7513","uc","berkeley"
"7520","churchill","downs"
"7526","wrote","book"
"7528","1st","time"
"7533","annual","meeting"
"7537","trust","fund"
"7538","standing","ovation"
"7539","force","base"
"7542","columbia","river"
"7547","registration","required"
"7550","stewart","said"
"7553","saving","money"
"7563","reminds","us"
"7570","judge","said"
"7585","problem","solving"
"7591","wake","morning"
"7596","cy","young"
"7610","wesley","matthews"
"7632","meeting","new"
"7637","lewis","clark"
"7640","party","tonight"
"7642","jimmy","dimora"
"7649","clinical","trials"
"7650","mountain","view"
"7656","enforcement","agencies"
"7660","ordinary","people"
"7663","dressing","room"
"7665","paid","cash"
"7669","sherlock","holmes"
"7670","wandering","around"
"7674","racial","profiling"
"7675","dealer","reporter"
"7677","southeastern","conference"
"7679","son","god"
"7680","studies","show"
"7682","deputy","chief"
"7689","focal","point"
"7698","hump","day"
"7705","kinda","like"
"7718","mile","run"
"7724","november","ballot"
"7732","remains","seen"
"7741","sophomore","year"
"7764","eternal","life"
"7774","copy","book"
"7775","johnny","depp"
"7777","whose","name"
"7805","asbury","park"
"7809","unclear","whether"
"7815","fortunate","enough"
"7827","dwight","howard"
"7849","planning","commission"
"7850","boot","camp"
"7862","blocks","away"
"7871","happen","next"
"7875","husband","wife"
"7876","average","percent"
"7877","defending","champion"
"7881","smart","phone"
"7887","museum","art"
"7888","prize","winner"
"7891","documents","show"
"7907","tucked","away"
"7911","bits","pieces"
"7915","flat","screen"
"7917","hardest","thing"
"7920","taxpayer","dollars"
"7928","van","halen"
"7930","joint","venture"
"7932","chock","full"
"7938","fatally","shot"
"7945","woke","morning"
"7967","score","points"
"7970","legal","action"
"7990","revolves","around"
"7992","course","can"
"8002","parts","world"
"8011","cape","may"
"8018","river","city"
"8025","additional","information"
"8031","cable","tv"
"8047","communist","party"
"8050","pebble","beach"
"8060","bible","study"
"8079","held","accountable"
"8094","realize","much"
"8096","dare","say"
"8098","gate","bridge"
"8100","outer","space"
"8101","neighborhood","watch"
"8116","alma","mater"
"8118","brussels","sprouts"
"8119","sierra","nevada"
"8135","sentenced","years"
"8141","color","scheme"
"8178","heavenly","father"
"8179","stir","fry"
"8187","fantastic","job"
"8188","chef","owner"
"8189","dallas","cowboys"
"8195","wonder","whether"
"8205","chapter","bankruptcy"
"8215","inspector","general"
"8240","appeals","court"
"8241","haha","yeah"
"8243","omg","omg"
"8250","buying","new"
"8256","cabernet","sauvignon"
"8258","parents","can"
"8269","fund","raising"
"8272","players","coaches"
"8279","customers","can"
"8282","dodger","stadium"
"8285","mixed","media"
"8287","spray","paint"
"8296","january","february"
"8316","band","called"
"8317","twentieth","century"
"8327","fond","memories"
"8330","thousand","years"
"8331","bipolar","disorder"
"8339","josh","hamilton"
"8345","miami","dolphins"
"8347","cbs","news"
"8349","pleading","guilty"
"8350","allen","said"
"8351","states","america"
"8353","pulled","back"
"8356","prison","sentence"
"8359","apple","inc"
"8374","women's","health"
"8385","shows","us"
"8392","supply","chain"
"8395","investment","firm"
"8397","straight","year"
"8404","questions","answers"
"8406","development","director"
"8407","largest","city"
"8414","sneak","peek"
"8416","camino","real"
"8419","officer","said"
"8427","spider","man"
"8430","personally","think"
"8434","larger","life"
"8442","awful","lot"
"8449","jr","said"
"8450","dogs","cats"
"8453","pregnant","women"
"8457","bought","new"
"8462","screen","tv"
"8465","dragon","tattoo"
"8468","problems","can"
"8469","speak","english"
"8482","mind's","eye"
"8498","stumbled","upon"
"8500","heard","anything"
"8504","ownership","group"
"8510","southeast","portland"
"8511","inch","thick"
"8512","cooking","spray"
"8515","raised","million"
"8528","experience","said"
"8531","commerce","department"
"8559","google","search"
"8564","spends","time"
"8579","breath","away"
"8585","cards","accepted"
"8586","navy","veterans"
"8596","amazing","things"
"8598","intensive","care"
"8599","lived","life"
"8616","suffice","say"
"8625","although","still"
"8626","kobe","bryant"
"8629","mainstream","media"
"8634","kitchen","table"
"8635","lovely","day"
"8643","thinly","sliced"
"8646","sacrifice","fly"
"8647","brook","park"
"8650","fiber","mg"
"8652","issues","like"
"8654","ran","away"
"8655","nonprofit","organization"
"8660","robert","wood"
"8661","jay","z"
"8680","horror","movie"
"8685","original","recipe"
"8693","damage","done"
"8699","colorado","springs"
"8703","wood","johnson"
"8716","example","one"
"8718","stained","glass"
"8723","particular","order"
"8726","data","show"
"8737","mexican","food"
"8742","fifteen","years"
"8746","bunch","people"
"8748","driving","around"
"8754","net","income"
"8762","thinking","going"
"8773","joined","us"
"8775","learning","new"
"8782","lowest","level"
"8786","readily","available"
"8793","tour","de"
"8795","balanced","budget"
"8807","lesson","learned"
"8815","pass","bill"
"8847","understand","people"
"8849","tear","gas"
"8857","roger","goodell"
"8867","hanging","around"
